,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency,Error
314,reckoner_mix_0.001_err_rate_1_22.corrected.fastq,reckoner,22,925,173366,25366,50,205,88,43,200000,1508,41391070,31702,97,762,181,73,0,41425393,Reckoner,NA,100,0.04540801,0.615259078,0.017012948,0.999207853,IGH,1.76E-06,0,0.001
315,reckoner_mix_0.0033_err_rate_1_22.corrected.fastq,reckoner,22,629,136190,62509,79,424,169,69,200000,2439,41333172,107867,200,1415,425,142,5,41445665,Reckoner,NA,100,0.022111218,0.569992989,0.005430348,0.99734474,IGH,3.55E-06,0.035211268,0.0033
316,reckoner_mix_1e-05_err_rate_1_22.corrected.fastq,reckoner,22,91,199684,206,3,12,4,2,200000,96,41416087,215,3,19,4,2,0,41416426,Reckoner,NA,100,0.308681672,0.806722689,0.234726688,0.999994133,IGH,4.83E-08,0,1.00E-05
317,reckoner_mix_1e-06_err_rate_1_22.corrected.fastq,reckoner,22,13,199967,16,0,2,2,0,200000,15,41416310,17,0,9,2,0,0,41416353,Reckoner,NA,100,0.46875,0.576923077,0.125,0.999999324,IGH,0,,1.00E-06
318,reckoner_mix_3.3e-05_err_rate_1_22.corrected.fastq,reckoner,22,227,198920,814,6,27,6,5,200000,241,41415457,844,6,66,6,5,0,41416625,Reckoner,NA,100,0.222119816,0.769968051,0.155760369,0.999977618,IGH,1.21E-07,0,3.30E-05
319,reckoner_mix_3.3e-06_err_rate_1_22.corrected.fastq,reckoner,22,53,199882,49,3,13,0,0,200000,52,41416218,61,3,27,0,0,0,41416361,Reckoner,NA,100,0.460176991,0.658227848,0.221238938,0.999997803,IGH,0,,3.30E-06
320,reckoner_mix_0.0001_err_rate_1_24.corrected.fastq,reckoner,24,402,196754,2774,11,42,17,10,200000,442,41413706,2880,11,153,31,22,0,41417245,Reckoner,NA,100,0.133052378,0.706070288,0.077664058,0.999925224,IGH,5.31E-07,0,0.0001
321,reckoner_mix_0.00033_err_rate_1_24.corrected.fastq,reckoner,24,763,189826,9282,18,71,40,21,200000,927,41407890,10136,25,259,60,30,1,41419328,Reckoner,NA,100,0.083792823,0.743980738,0.054957968,0.999746254,IGH,7.48E-07,0.033333333,0.00033
322,reckoner_mix_0.001_err_rate_1_24.corrected.fastq,reckoner,24,980,173366,25302,51,219,82,55,200000,1610,41391064,31604,96,761,177,86,0,41425398,Reckoner,NA,100,0.048473535,0.631868132,0.020232432,0.99921005,IGH,2.08E-06,0,0.001
323,reckoner_mix_0.0033_err_rate_1_24.corrected.fastq,reckoner,24,696,136190,62415,80,442,177,72,200000,2684,41333206,107602,215,1403,427,121,5,41445663,Reckoner,NA,100,0.024336725,0.594594595,0.007743503,0.99735152,IGH,3.04E-06,0.041322314,0.0033
324,reckoner_mix_1e-05_err_rate_1_24.corrected.fastq,reckoner,24,94,199684,204,3,13,2,2,200000,97,41416084,214,3,22,2,2,0,41416424,Reckoner,NA,100,0.311897106,0.801652893,0.234726688,0.999994133,IGH,4.83E-08,0,1.00E-05
325,reckoner_mix_1e-06_err_rate_1_24.corrected.fastq,reckoner,24,13,199967,16,0,2,2,0,200000,15,41416310,17,0,9,2,0,0,41416353,Reckoner,NA,100,0.46875,0.576923077,0.125,0.999999324,IGH,0,,1.00E-06
326,reckoner_mix_3.3e-05_err_rate_1_24.corrected.fastq,reckoner,24,232,198920,807,6,29,6,5,200000,248,41415455,837,6,68,6,5,0,41416625,Reckoner,NA,100,0.228571429,0.770186335,0.160368664,0.999977738,IGH,1.21E-07,0,3.30E-05
327,reckoner_mix_3.3e-06_err_rate_1_24.corrected.fastq,reckoner,24,60,199882,46,3,9,0,0,200000,59,41416223,54,3,22,0,0,0,41416361,Reckoner,NA,100,0.522123894,0.728395062,0.327433628,0.999998093,IGH,0,,3.30E-06
328,reckoner_mix_0.0001_err_rate_1_26.corrected.fastq,reckoner,26,415,196754,2759,12,43,17,12,200000,459,41413694,2864,12,161,31,24,0,41417245,Reckoner,NA,100,0.138128197,0.705069124,0.080349082,0.999925345,IGH,5.79E-07,0,0.0001
329,reckoner_mix_0.00033_err_rate_1_26.corrected.fastq,reckoner,26,782,189826,9257,18,74,43,20,200000,957,41407832,10107,24,315,63,29,1,41419328,Reckoner,NA,100,0.086496746,0.716853933,0.052331887,0.999745578,IGH,7.24E-07,0.034482759,0.00033
330,reckoner_mix_0.001_err_rate_1_26.corrected.fastq,reckoner,26,1020,173366,25276,49,198,91,55,200000,1696,41391128,31519,95,687,198,76,0,41425399,Reckoner,NA,100,0.051061267,0.657109647,0.024416679,0.999213647,IGH,1.83E-06,0,0.001
331,reckoner_mix_0.0033_err_rate_1_26.corrected.fastq,reckoner,26,763,136190,62313,84,461,189,83,200000,2855,41333114,107416,215,1492,421,148,5,41445666,Reckoner,NA,100,0.02589076,0.598783557,0.008542591,0.997353354,IGH,3.69E-06,0.033783784,0.0033
332,reckoner_mix_1e-05_err_rate_1_26.corrected.fastq,reckoner,26,98,199684,197,3,16,2,2,200000,101,41416077,210,3,29,2,2,0,41416424,Reckoner,NA,100,0.324758842,0.765151515,0.225080386,0.99999406,IGH,4.83E-08,0,1.00E-05
333,reckoner_mix_1e-06_err_rate_1_26.corrected.fastq,reckoner,26,13,199967,16,0,2,2,0,200000,15,41416309,17,0,10,2,0,0,41416353,Reckoner,NA,100,0.46875,0.555555556,0.09375,0.9999993,IGH,0,,1.00E-06
334,reckoner_mix_3.3e-05_err_rate_1_26.corrected.fastq,reckoner,26,234,198920,803,6,31,6,6,200000,250,41415446,835,6,76,6,6,0,41416625,Reckoner,NA,100,0.230414747,0.753012048,0.15483871,0.999977569,IGH,1.45E-07,0,3.30E-05
335,reckoner_mix_3.3e-06_err_rate_1_26.corrected.fastq,reckoner,26,58,199882,45,3,12,0,0,200000,57,41416218,56,3,27,0,0,0,41416361,Reckoner,NA,100,0.504424779,0.678571429,0.265486726,0.999997924,IGH,0,,3.30E-06
336,reckoner_mix_0.0001_err_rate_1_28.corrected.fastq,reckoner,28,418,196754,2754,14,43,17,12,200000,464,41413687,2857,14,168,31,24,0,41417245,Reckoner,NA,100,0.139716953,0.69984917,0.079795242,0.999925297,IGH,5.79E-07,0,0.0001
337,reckoner_mix_0.00033_err_rate_1_28.corrected.fastq,reckoner,28,792,189826,9242,19,80,41,21,200000,970,41407830,10094,26,310,59,33,1,41419323,Reckoner,NA,100,0.087671728,0.72442121,0.054320318,0.999745964,IGH,8.21E-07,0.03030303,0.00033
338,reckoner_mix_0.001_err_rate_1_28.corrected.fastq,reckoner,28,1051,173366,25257,49,188,89,53,200000,1747,41391175,31471,90,640,186,93,0,41425402,Reckoner,NA,100,0.052591968,0.67897396,0.027725932,0.99921594,IGH,2.24E-06,0,0.001
339,reckoner_mix_0.0033_err_rate_1_28.corrected.fastq,reckoner,28,835,136190,62208,88,464,215,88,200000,3000,41332942,107244,240,1609,492,166,5,41445698,Reckoner,NA,100,0.027212365,0.588119976,0.008154639,0.997351932,IGH,4.13E-06,0.030120482,0.0033
340,reckoner_mix_1e-05_err_rate_1_28.corrected.fastq,reckoner,28,99,199684,193,3,18,3,2,200000,103,41416072,208,3,34,3,2,0,41416425,Reckoner,NA,100,0.331189711,0.735714286,0.21221865,0.999993964,IGH,4.83E-08,0,1.00E-05
341,reckoner_mix_1e-06_err_rate_1_28.corrected.fastq,reckoner,28,13,199967,16,0,2,2,0,200000,15,41416309,17,0,10,2,0,0,41416353,Reckoner,NA,100,0.46875,0.555555556,0.09375,0.9999993,IGH,0,,1.00E-06
342,reckoner_mix_3.3e-05_err_rate_1_28.corrected.fastq,reckoner,28,240,198920,797,6,30,7,7,200000,259,41415445,826,6,77,7,7,0,41416627,Reckoner,NA,100,0.238709677,0.755102041,0.161290323,0.999977714,IGH,1.69E-07,0,3.30E-05
343,reckoner_mix_3.3e-06_err_rate_1_28.corrected.fastq,reckoner,28,57,199882,43,4,14,0,0,200000,56,41416208,56,4,37,0,0,0,41416361,Reckoner,NA,100,0.5,0.602150538,0.169642857,0.999997658,IGH,0,,3.30E-06
344,reckoner_mix_0.0001_err_rate_1_30.corrected.fastq,reckoner,30,431,196754,2737,12,46,20,13,200000,479,41413671,2845,12,179,36,24,1,41417247,Reckoner,NA,100,0.14410349,0.690201729,0.079422383,0.999925249,IGH,6.04E-07,0.041666667,0.0001
345,reckoner_mix_0.00033_err_rate_1_30.corrected.fastq,reckoner,30,811,189826,9219,20,79,45,23,200000,998,41407799,10063,27,337,71,39,1,41419335,Reckoner,NA,100,0.090226923,0.709815078,0.053340566,0.999745602,IGH,9.66E-07,0.025641026,0.00033
346,reckoner_mix_0.001_err_rate_1_30.corrected.fastq,reckoner,30,1115,173366,25195,49,197,78,70,200000,1859,41391118,31359,89,695,157,122,0,41425399,Reckoner,NA,100,0.055963634,0.685724825,0.03031489,0.99921734,IGH,2.95E-06,0,0.001
347,reckoner_mix_0.0033_err_rate_1_30.corrected.fastq,reckoner,30,891,136190,62144,86,470,219,101,200000,3193,41332969,107081,223,1532,536,205,5,41445744,Reckoner,NA,100,0.028955148,0.606918837,0.010201861,0.997356134,IGH,5.07E-06,0.024390244,0.0033
348,reckoner_mix_1e-05_err_rate_1_30.corrected.fastq,reckoner,30,99,199684,191,3,20,3,2,200000,105,41416067,206,3,39,3,2,0,41416425,Reckoner,NA,100,0.337620579,0.714285714,0.202572347,0.999993891,IGH,4.83E-08,0,1.00E-05
349,reckoner_mix_1e-06_err_rate_1_30.corrected.fastq,reckoner,30,15,199967,15,0,1,2,0,200000,17,41416312,15,0,7,2,0,0,41416353,Reckoner,NA,100,0.53125,0.653846154,0.25,0.999999421,IGH,0,,1.00E-06
350,reckoner_mix_3.3e-05_err_rate_1_30.corrected.fastq,reckoner,30,248,198920,789,6,31,6,7,200000,266,41415450,817,6,74,6,7,0,41416626,Reckoner,NA,100,0.245614035,0.768786127,0.171745152,0.999978028,IGH,1.69E-07,0,3.30E-05
351,reckoner_mix_3.3e-06_err_rate_1_30.corrected.fastq,reckoner,30,58,199882,40,3,17,0,0,200000,57,41416202,56,3,43,0,0,0,41416361,Reckoner,NA,100,0.504424779,0.57,0.123893805,0.999997537,IGH,0,,3.30E-06
352,sga_mix_0.0001_err_rate_1_20.corrected.fastq,sga,20,284,196484,3202,11,17,2,4,200000,273,41640057,3040,11,17,2,6,0,41643406,Sga,NA,100,0.082402656,0.934931507,0.076667673,0.999926135,IGH,1.44E-07,0,0.0001
353,sga_mix_0.00033_err_rate_1_20.corrected.fastq,sga,20,487,189066,10415,10,22,0,2,200000,519,41633410,10548,13,32,0,1,1,41644524,Sga,NA,100,0.046896178,0.941923775,0.044004699,0.999745609,IGH,4.80E-08,1,0.00033
354,sga_mix_0.001_err_rate_1_20.corrected.fastq,sga,20,368,171102,28458,25,43,4,3,200000,530,41618787,33043,27,55,4,3,0,41652449,Sga,NA,100,0.015786495,0.899830221,0.014029131,0.999204561,IGH,7.20E-08,0,0.001
355,sga_mix_0.0033_err_rate_1_20.corrected.fastq,sga,20,103,131501,68257,41,88,10,5,200000,806,41562302,110147,57,113,13,5,0,41673443,Sga,NA,100,0.007264337,0.864806867,0.006128721,0.997352391,IGH,1.20E-07,0,0.0033
356,sga_mix_1e-05_err_rate_1_20.corrected.fastq,sga,20,76,199640,272,3,9,0,0,200000,69,41644621,257,3,11,0,0,0,41644961,Sga,NA,100,0.211656442,0.8625,0.17791411,0.999993493,IGH,0,,1.00E-05
357,sga_mix_1e-06_err_rate_1_20.corrected.fastq,sga,20,10,199962,24,4,0,0,0,200000,10,41644851,22,3,0,0,0,0,41644886,Sga,NA,100,0.3125,1,0.3125,0.9999994,IGH,0,,1.00E-06
358,sga_mix_3.3e-05_err_rate_1_20.corrected.fastq,sga,20,174,198829,985,4,6,2,0,200000,164,41643895,927,4,6,1,0,0,41644997,Sga,NA,100,0.150320807,0.959064327,0.143904675,0.999977476,IGH,0,,3.30E-05
359,sga_mix_3.3e-06_err_rate_1_20.corrected.fastq,sga,20,35,199875,79,2,9,0,0,200000,34,41644586,76,2,9,0,0,0,41644707,Sga,NA,100,0.309090909,0.790697674,0.227272727,0.999997911,IGH,0,,3.30E-06
360,sga_mix_0.0001_err_rate_1_22.corrected.fastq,sga,22,290,196484,3198,9,17,2,4,200000,279,41640057,3036,9,17,2,6,0,41643406,Sga,NA,100,0.084162896,0.936241611,0.078431373,0.999926279,IGH,1.44E-07,0,0.0001
361,sga_mix_0.00033_err_rate_1_22.corrected.fastq,sga,22,501,189371,10099,10,19,0,2,200000,547,41635388,10477,12,28,0,1,1,41646454,Sga,NA,100,0.049619013,0.951304348,0.0470791,0.999747445,IGH,4.80E-08,1,0.00033
362,sga_mix_0.001_err_rate_1_22.corrected.fastq,sga,22,413,171102,28396,25,60,4,4,200000,583,41618764,32985,29,80,4,4,0,41652449,Sga,NA,100,0.017367731,0.874062969,0.014865348,0.999205281,IGH,9.60E-08,0,0.001
363,sga_mix_0.0033_err_rate_1_22.corrected.fastq,sga,22,134,131501,68190,45,116,14,6,200000,914,41562234,110041,65,156,23,10,0,41673443,Sga,NA,100,0.008237574,0.836230558,0.006624307,0.99735335,IGH,2.40E-07,0,0.0033
364,sga_mix_1e-05_err_rate_1_22.corrected.fastq,sga,22,77,199640,272,3,8,0,0,200000,70,41644624,256,3,8,0,0,0,41644961,Sga,NA,100,0.214723926,0.897435897,0.190184049,0.999993589,IGH,0,,1.00E-05
365,sga_mix_1e-06_err_rate_1_22.corrected.fastq,sga,22,12,199962,22,4,0,0,0,200000,11,41644851,21,3,0,0,0,0,41644886,Sga,NA,100,0.34375,1,0.34375,0.999999424,IGH,0,,1.00E-06
366,sga_mix_3.3e-05_err_rate_1_22.corrected.fastq,sga,22,184,198829,972,4,9,2,0,200000,173,41643893,918,4,8,1,0,0,41644997,Sga,NA,100,0.158570119,0.950549451,0.150320807,0.999977644,IGH,0,,3.30E-05
367,sga_mix_3.3e-06_err_rate_1_22.corrected.fastq,sga,22,39,199875,78,2,6,0,0,200000,38,41644589,72,2,6,0,0,0,41644707,Sga,NA,100,0.345454545,0.863636364,0.290909091,0.999998079,IGH,0,,3.30E-06
368,sga_mix_0.0001_err_rate_1_24.corrected.fastq,sga,24,283,196669,3014,9,23,2,5,200000,287,41637181,3022,9,26,2,7,0,41640534,Sga,NA,100,0.086733152,0.911111111,0.078271381,0.99992637,IGH,1.68E-07,0,0.0001
369,sga_mix_0.00033_err_rate_1_24.corrected.fastq,sga,24,537,189066,10362,10,25,0,4,200000,580,41633405,10489,12,34,0,3,1,41644524,Sga,NA,100,0.052398591,0.944625407,0.049326949,0.999746954,IGH,9.61E-08,0.333333333,0.00033
370,sga_mix_0.001_err_rate_1_24.corrected.fastq,sga,24,455,171102,28334,28,75,6,4,200000,650,41618744,32916,31,100,6,4,0,41652451,Sga,NA,100,0.019364833,0.85978836,0.016206876,0.999206361,IGH,9.60E-08,0,0.001
371,sga_mix_0.0033_err_rate_1_24.corrected.fastq,sga,24,156,131501,68150,56,124,13,7,200000,1029,41562231,109911,81,157,21,11,0,41673441,Sga,NA,100,0.009275284,0.852526926,0.007670813,0.997356086,IGH,2.64E-07,0,0.0033
372,sga_mix_1e-05_err_rate_1_24.corrected.fastq,sga,24,79,199640,271,3,7,0,0,200000,72,41644625,254,3,7,0,0,0,41644961,Sga,NA,100,0.220858896,0.911392405,0.199386503,0.999993661,IGH,0,,1.00E-05
373,sga_mix_1e-06_err_rate_1_24.corrected.fastq,sga,24,12,199962,22,4,0,0,0,200000,11,41644851,21,3,0,0,0,0,41644886,Sga,NA,100,0.34375,1,0.34375,0.999999424,IGH,0,,1.00E-06
374,sga_mix_3.3e-05_err_rate_1_24.corrected.fastq,sga,24,189,198829,966,4,10,2,0,200000,178,41643892,913,4,9,1,0,0,41644997,Sga,NA,100,0.163153071,0.946808511,0.153987168,0.99997774,IGH,0,,3.30E-05
375,sga_mix_3.3e-06_err_rate_1_24.corrected.fastq,sga,24,41,199875,78,2,4,0,0,200000,39,41644590,71,2,5,0,0,0,41644707,Sga,NA,100,0.354545455,0.886363636,0.309090909,0.999998127,IGH,0,,3.30E-06
376,sga_mix_0.0001_err_rate_1_26.corrected.fastq,sga,26,308,196484,3176,9,21,2,4,200000,297,41640051,3018,9,23,2,6,0,41643406,Sga,NA,100,0.08959276,0.922360248,0.082051282,0.999926567,IGH,1.44E-07,0,0.0001
377,sga_mix_0.00033_err_rate_1_26.corrected.fastq,sga,26,557,189066,10336,10,31,0,6,200000,607,41633397,10462,12,40,0,5,1,41644524,Sga,NA,100,0.054837835,0.938176198,0.051224139,0.99974741,IGH,1.44E-07,0.2,0.00033
378,sga_mix_0.001_err_rate_1_26.corrected.fastq,sga,26,494,171102,28285,28,85,6,4,200000,729,41618730,32835,32,115,6,4,0,41652451,Sga,NA,100,0.0217197,0.857647059,0.018114647,0.999207922,IGH,9.60E-08,0,0.001
379,sga_mix_0.0033_err_rate_1_26.corrected.fastq,sga,26,176,131501,68111,52,149,11,9,200000,1100,41562186,109842,80,201,19,13,0,41673441,Sga,NA,100,0.009915091,0.833333333,0.007932073,0.99735671,IGH,3.12E-07,0,0.0033
380,sga_mix_1e-05_err_rate_1_26.corrected.fastq,sga,26,85,199640,264,3,8,0,0,200000,78,41644622,248,3,10,0,0,0,41644961,Sga,NA,100,0.239263804,0.886363636,0.208588957,0.999993733,IGH,0,,1.00E-05
381,sga_mix_1e-06_err_rate_1_26.corrected.fastq,sga,26,12,199962,22,4,0,0,0,200000,11,41644851,21,3,0,0,0,0,41644886,Sga,NA,100,0.34375,1,0.34375,0.999999424,IGH,0,,1.00E-06
382,sga_mix_3.3e-05_err_rate_1_26.corrected.fastq,sga,26,197,198829,952,4,16,2,0,200000,184,41643886,907,4,15,1,0,0,41644997,Sga,NA,100,0.168652612,0.92,0.153987168,0.99997774,IGH,0,,3.30E-05
383,sga_mix_3.3e-06_err_rate_1_26.corrected.fastq,sga,26,44,199875,75,2,4,0,0,200000,42,41644588,68,2,7,0,0,0,41644707,Sga,NA,100,0.381818182,0.857142857,0.318181818,0.999998151,IGH,0,,3.30E-06
384,sga_mix_0.0001_err_rate_1_28.corrected.fastq,sga,28,322,196484,3159,9,24,2,4,200000,311,41640043,3004,9,31,2,6,0,41643406,Sga,NA,100,0.093815988,0.904069767,0.083861237,0.999926711,IGH,1.44E-07,0,0.0001
385,sga_mix_0.00033_err_rate_1_28.corrected.fastq,sga,28,590,189066,10305,10,29,0,4,200000,641,41633403,10428,12,36,0,3,1,41644524,Sga,NA,100,0.057909477,0.946824225,0.054657151,0.99974837,IGH,9.61E-08,0.333333333,0.00033
386,sga_mix_0.001_err_rate_1_28.corrected.fastq,sga,28,531,171102,28241,34,87,5,3,200000,767,41618728,32793,38,116,5,3,0,41652450,Sga,NA,100,0.022854589,0.863738739,0.019249106,0.99920881,IGH,7.20E-08,0,0.001
387,sga_mix_0.0033_err_rate_1_28.corrected.fastq,sga,28,203,131501,68060,67,156,13,8,200000,1226,41562184,109689,111,216,19,12,0,41673457,Sga,NA,100,0.011053509,0.839151266,0.00893477,0.997359302,IGH,2.88E-07,0,0.0033
388,sga_mix_1e-05_err_rate_1_28.corrected.fastq,sga,28,87,199640,264,3,6,0,0,200000,79,41644624,247,3,8,0,0,0,41644961,Sga,NA,100,0.242331288,0.908045977,0.217791411,0.999993805,IGH,0,,1.00E-05
389,sga_mix_1e-06_err_rate_1_28.corrected.fastq,sga,28,12,199962,22,4,0,0,0,200000,11,41644851,21,3,0,0,0,0,41644886,Sga,NA,100,0.34375,1,0.34375,0.999999424,IGH,0,,1.00E-06
390,sga_mix_3.3e-05_err_rate_1_28.corrected.fastq,sga,28,206,198829,945,4,16,0,1,200000,189,41643884,902,4,17,0,1,0,41644997,Sga,NA,100,0.173235564,0.917475728,0.157653529,0.999977812,IGH,2.40E-08,0,3.30E-05
391,sga_mix_3.3e-06_err_rate_1_28.corrected.fastq,sga,28,44,199875,73,2,6,0,0,200000,42,41644582,68,2,13,0,0,0,41644707,Sga,NA,100,0.381818182,0.763636364,0.263636364,0.999998007,IGH,0,,3.30E-06
392,sga_mix_0.0001_err_rate_1_30.corrected.fastq,sga,30,334,196484,3144,9,27,2,4,200000,323,41640038,2992,9,36,2,6,0,41643406,Sga,NA,100,0.097435897,0.894736842,0.085972851,0.999926879,IGH,1.44E-07,0,0.0001
393,sga_mix_0.00033_err_rate_1_30.corrected.fastq,sga,30,606,189066,10278,13,36,1,4,200000,659,41633390,10408,15,48,1,3,1,41644525,Sga,NA,100,0.059546399,0.93079096,0.055118822,0.999748466,IGH,9.61E-08,0.333333333,0.00033
394,sga_mix_0.001_err_rate_1_30.corrected.fastq,sga,30,569,171102,28201,35,86,7,3,200000,834,41618733,32726,38,109,7,3,0,41652450,Sga,NA,100,0.024851013,0.877894737,0.021394517,0.999210539,IGH,7.20E-08,0,0.001
395,sga_mix_0.0033_err_rate_1_30.corrected.fastq,sga,30,230,131501,68028,67,161,13,7,200000,1310,41562194,109624,96,214,21,11,0,41673470,Sga,NA,100,0.011808823,0.84789644,0.009690447,0.997361247,IGH,2.64E-07,0,0.0033
396,sga_mix_1e-05_err_rate_1_30.corrected.fastq,sga,30,90,199640,259,3,8,0,0,200000,82,41644621,244,3,11,0,0,0,41644961,Sga,NA,100,0.251533742,0.88172043,0.217791411,0.999993805,IGH,0,,1.00E-05
397,sga_mix_1e-06_err_rate_1_30.corrected.fastq,sga,30,13,199962,21,4,0,0,0,200000,12,41644851,20,3,0,0,0,0,41644886,Sga,NA,100,0.375,1,0.375,0.999999448,IGH,0,,1.00E-06
398,sga_mix_3.3e-05_err_rate_1_30.corrected.fastq,sga,30,208,198829,944,4,15,0,1,200000,193,41643886,898,4,15,0,1,0,41644997,Sga,NA,100,0.176901925,0.927884615,0.163153071,0.999977957,IGH,2.40E-08,0,3.30E-05
399,sga_mix_3.3e-06_err_rate_1_30.corrected.fastq,sga,30,44,199875,72,2,7,0,0,200000,42,41644581,68,2,14,0,0,0,41644707,Sga,NA,100,0.381818182,0.75,0.254545455,0.999997983,IGH,0,,3.30E-06
