,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency,Error
106,lighter_mix_0.00033_err_rate_1_24.corrected.fastq,lighter,24,2840,146115,3914,232,14006,53,3,167160,3532,34559447,5455,355,59880,55,1,2,34628727,Lighter,NA,100,0.393012129,0.055650968,-6.276065428,0.998101403,IGH,8.66E-08,2,0.00033
107,lighter_mix_0.00033_err_rate_1_26.corrected.fastq,lighter,26,2743,144739,3459,143,16038,38,5,167160,3677,34570197,5172,656,48987,41,3,2,34628735,Lighter,NA,100,0.415527178,0.069765677,-5.124985874,0.998415795,IGH,1.44E-07,0.666666667,0.00033
108,lighter_mix_0.00033_err_rate_1_28.corrected.fastq,lighter,28,3011,146513,3386,122,14080,48,3,167160,3906,34588909,5011,561,30291,51,2,1,34628732,Lighter,NA,100,0.438039699,0.114050456,-2.964674218,0.998962827,IGH,8.66E-08,0.5,0.00033
109,lighter_mix_0.00033_err_rate_1_30.corrected.fastq,lighter,30,3174,150602,3109,501,9723,51,3,167160,4117,34586404,4729,798,32628,55,2,1,34628734,Lighter,NA,100,0.465408094,0.111875,-3.229256161,0.998896523,IGH,8.66E-08,0.5,0.00033
110,lighter_mix_0.001_err_rate_1_20.corrected.fastq,lighter,20,6353,134694,11552,363,14128,70,8,167160,9489,34569342,18083,888,35894,74,8,0,34633778,Lighter,NA,100,0.344153489,0.208746728,-0.960358335,0.998413485,IGH,2.31E-07,0,0.001
111,lighter_mix_0.001_err_rate_1_22.corrected.fastq,lighter,22,6537,129187,10121,146,21058,111,8,167160,10126,34551348,17153,1147,53893,121,8,0,34633796,Lighter,NA,100,0.37120129,0.157873402,-1.60885663,0.997911808,IGH,2.31E-07,0,0.001
112,lighter_mix_0.001_err_rate_1_24.corrected.fastq,lighter,24,7132,135943,10427,251,13255,152,7,167160,10509,34567852,17154,730,37353,165,7,0,34633770,Lighter,NA,100,0.379893721,0.218814417,-0.976358313,0.998400145,IGH,2.02E-07,0,0.001
113,lighter_mix_0.001_err_rate_1_26.corrected.fastq,lighter,26,7383,134266,10170,161,15117,63,7,167160,10391,34566981,17119,620,38580,70,7,0,34633768,Lighter,NA,100,0.377717194,0.211883934,-1.027226463,0.998371647,IGH,2.02E-07,0,0.001
114,lighter_mix_0.001_err_rate_1_28.corrected.fastq,lighter,28,7599,134012,9982,418,15051,98,8,167160,10828,34560030,16549,867,45386,102,8,0,34633770,Lighter,NA,100,0.395514483,0.192272178,-1.266026226,0.998183507,IGH,2.31E-07,0,0.001
115,lighter_mix_0.001_err_rate_1_30.corrected.fastq,lighter,30,7787,135372,9101,597,14200,103,6,167160,11451,34571209,15633,1561,33798,110,6,0,34633768,Lighter,NA,100,0.422795747,0.252452655,-0.829161128,0.99852433,IGH,1.73E-07,0,0.001
116,lighter_mix_0.0033_err_rate_1_20.corrected.fastq,lighter,20,12211,100638,25834,402,27962,113,22,167160,25587,34494992,65268,1910,62628,148,17,5,34650555,Lighter,NA,100,0.281624567,0.2895669,-0.409322547,0.996249093,IGH,6.35E-07,0.294117647,0.0033
117,lighter_mix_0.0033_err_rate_1_22.corrected.fastq,lighter,22,12402,102050,27588,236,24724,160,26,167160,26337,34488037,65263,1048,69620,207,27,6,34650545,Lighter,NA,100,0.287521834,0.273875879,-0.474781659,0.996070335,IGH,9.52E-07,0.222222222,0.0033
118,lighter_mix_0.0033_err_rate_1_24.corrected.fastq,lighter,24,13442,103565,25509,927,23572,145,22,167160,30248,34506235,60165,4709,49009,183,18,4,34650571,Lighter,NA,100,0.334553659,0.380765358,-0.209527391,0.996707586,IGH,6.35E-07,0.222222222,0.0033
119,lighter_mix_0.0033_err_rate_1_26.corrected.fastq,lighter,26,13500,105572,24635,970,22284,199,13,167160,28710,34505954,60040,5223,50338,275,11,2,34650553,Lighter,NA,100,0.323492958,0.361937899,-0.246794366,0.996655551,IGH,3.75E-07,0.181818182,0.0033
120,lighter_mix_0.0033_err_rate_1_28.corrected.fastq,lighter,28,14481,105341,22983,1883,22159,313,21,167160,30688,34518452,58477,5113,37595,376,17,5,34650723,Lighter,NA,100,0.344170919,0.446962525,-0.081680031,0.997068517,IGH,6.35E-07,0.294117647,0.0033
121,lighter_mix_0.0033_err_rate_1_30.corrected.fastq,lighter,30,14855,104617,25627,455,21382,224,17,167160,30610,34513288,60980,2124,43233,286,13,5,34650539,Lighter,NA,100,0.334206791,0.412928813,-0.140943334,0.996922529,IGH,5.19E-07,0.384615385,0.0033
122,lighter_mix_1e-05_err_rate_1_20.corrected.fastq,lighter,20,87,150669,134,2,16268,0,0,167160,93,34592051,165,4,34038,0,0,0,34626351,Lighter,NA,100,0.360465116,0.002724796,-131.5697674,0.999012111,IGH,0,,1.00E-05
123,lighter_mix_1e-05_err_rate_1_22.corrected.fastq,lighter,22,89,151909,130,1,15030,1,0,167160,100,34569704,153,8,56385,1,0,0,34626351,Lighter,NA,100,0.395256917,0.00177035,-222.4743083,0.998366937,IGH,0,,1.00E-05
124,lighter_mix_1e-05_err_rate_1_24.corrected.fastq,lighter,24,99,157273,137,1,9650,0,0,167160,107,34581953,155,2,44134,0,0,0,34626351,Lighter,NA,100,0.408396947,0.002418571,-168.0419847,0.998720887,IGH,0,,1.00E-05
125,lighter_mix_1e-05_err_rate_1_26.corrected.fastq,lighter,26,97,155070,131,4,11858,0,0,167160,106,34585595,150,8,40492,0,0,0,34626351,Lighter,NA,100,0.4140625,0.002610966,-157.7578125,0.998826039,IGH,0,,1.00E-05
126,lighter_mix_1e-05_err_rate_1_28.corrected.fastq,lighter,28,115,159040,122,1,7881,1,0,167160,119,34603993,144,1,22094,1,0,0,34626352,Lighter,NA,100,0.452471483,0.005356982,-83.55893536,0.999357715,IGH,0,,1.00E-05
127,lighter_mix_1e-05_err_rate_1_30.corrected.fastq,lighter,30,116,159043,117,2,7882,0,0,167160,124,34603510,137,7,22573,0,0,0,34626351,Lighter,NA,100,0.475095785,0.005463277,-86.01149425,0.999343939,IGH,0,,1.00E-05
128,lighter_mix_1e-06_err_rate_1_20.corrected.fastq,lighter,20,8,155309,13,0,11830,0,0,167160,9,34586667,17,0,39598,0,0,0,34626291,Lighter,NA,100,0.346153846,0.000227233,-1522.653846,0.998855927,IGH,0,,1.00E-06
129,lighter_mix_1e-06_err_rate_1_22.corrected.fastq,lighter,22,9,157245,14,0,9892,0,0,167160,10,34579101,16,0,47164,0,0,0,34626291,Lighter,NA,100,0.384615385,0.000211981,-1813.615385,0.998637452,IGH,0,,1.00E-06
130,lighter_mix_1e-06_err_rate_1_24.corrected.fastq,lighter,24,9,151159,8,0,15984,0,0,167160,11,34585758,15,0,40507,0,0,0,34626291,Lighter,NA,100,0.423076923,0.000271484,-1557.538462,0.998829733,IGH,0,,1.00E-06
131,lighter_mix_1e-06_err_rate_1_26.corrected.fastq,lighter,26,11,157361,9,0,9779,0,0,167160,13,34585513,10,4,40751,0,0,0,34626291,Lighter,NA,100,0.565217391,0.000318909,-1771.217391,0.998822715,IGH,0,,1.00E-06
132,lighter_mix_1e-06_err_rate_1_28.corrected.fastq,lighter,28,14,161463,12,0,5671,0,0,167160,14,34603896,12,0,22369,0,0,0,34626291,Lighter,NA,100,0.538461538,0.000625475,-859.8076923,0.999353641,IGH,0,,1.00E-06
133,lighter_mix_1e-06_err_rate_1_30.corrected.fastq,lighter,30,11,161122,11,2,6014,0,0,167160,15,34597876,12,3,28385,0,0,0,34626291,Lighter,NA,100,0.555555556,0.000528169,-1050.740741,0.999179814,IGH,0,,1.00E-06
134,lighter_mix_3.3e-05_err_rate_1_20.corrected.fastq,lighter,20,314,154846,419,9,11566,6,0,167160,342,34603068,531,13,22546,6,0,0,34626506,Lighter,NA,100,0.391752577,0.014938412,-25.44100802,0.999332997,IGH,0,,3.30E-05
135,lighter_mix_3.3e-05_err_rate_1_22.corrected.fastq,lighter,22,320,151555,378,12,14887,8,0,167160,402,34581790,484,47,43779,8,0,0,34626510,Lighter,NA,100,0.453724605,0.009097287,-48.96726862,0.998720114,IGH,0,,3.30E-05
136,lighter_mix_3.3e-05_err_rate_1_24.corrected.fastq,lighter,24,360,156555,376,18,9846,5,0,167160,414,34597407,474,26,28181,5,0,0,34626507,Lighter,NA,100,0.466216216,0.014475524,-31.27477477,0.99917156,IGH,0,,3.30E-05
137,lighter_mix_3.3e-05_err_rate_1_26.corrected.fastq,lighter,26,371,158897,323,8,7557,4,0,167160,413,34606167,416,76,19430,4,0,0,34626506,Lighter,NA,100,0.498190591,0.02080919,-22.94451146,0.999424545,IGH,0,,3.30E-05
138,lighter_mix_3.3e-05_err_rate_1_28.corrected.fastq,lighter,28,383,161583,395,17,4779,3,0,167160,413,34612551,459,27,13053,3,0,0,34626506,Lighter,NA,100,0.473623853,0.030663004,-14.49885321,0.999608912,IGH,0,,3.30E-05
139,lighter_mix_3.3e-05_err_rate_1_30.corrected.fastq,lighter,30,380,157813,348,37,8574,8,0,167160,446,34600551,415,56,25033,8,0,0,34626509,Lighter,NA,100,0.518002323,0.017499117,-28.56562137,0.999263223,IGH,0,,3.30E-05
140,lighter_mix_3.3e-06_err_rate_1_20.corrected.fastq,lighter,20,45,155763,43,1,11308,0,0,167160,47,34581791,52,1,44413,0,0,0,34626304,Lighter,NA,100,0.474747475,0.00105713,-448.1414141,0.998715832,IGH,0,,3.30E-06
141,lighter_mix_3.3e-06_err_rate_1_22.corrected.fastq,lighter,22,53,155137,37,0,11933,0,0,167160,54,34586773,43,3,39431,0,0,0,34626304,Lighter,NA,100,0.556701031,0.001367608,-405.9484536,0.998859913,IGH,0,,3.30E-06
142,lighter_mix_3.3e-06_err_rate_1_24.corrected.fastq,lighter,24,51,155898,39,1,11171,0,0,167160,51,34601672,47,2,24532,0,0,0,34626304,Lighter,NA,100,0.520408163,0.002074604,-249.8061224,0.999290106,IGH,0,,3.30E-06
143,lighter_mix_3.3e-06_err_rate_1_26.corrected.fastq,lighter,26,53,154678,36,3,12390,0,0,167160,54,34584399,42,4,41805,0,0,0,34626304,Lighter,NA,100,0.5625,0.001290045,-434.90625,0.998791352,IGH,0,,3.30E-06
144,lighter_mix_3.3e-06_err_rate_1_28.corrected.fastq,lighter,28,56,161566,33,2,5503,0,0,167160,58,34597354,40,4,28848,0,0,0,34626304,Lighter,NA,100,0.591836735,0.002006504,-293.7755102,0.999165605,IGH,0,,3.30E-06
145,lighter_mix_3.3e-06_err_rate_1_30.corrected.fastq,lighter,30,54,163467,34,1,3604,0,0,167160,56,34611328,43,3,14874,0,0,0,34626304,Lighter,NA,100,0.565656566,0.003750837,-149.6767677,0.999569114,IGH,0,,3.30E-06
146,musket_mix_0.0001_err_rate_1_20.corrected.fastq,musket,20,93,164460,2595,3,9,0,0,167160,96,34624237,2678,3,9,0,0,0,34627023,Musket,NA,100,0.034607066,0.914285714,0.031362653,0.999922315,IGH,0,,0.0001
147,musket_mix_0.0001_err_rate_1_22.corrected.fastq,musket,22,102,164460,2584,3,11,0,0,167160,106,34624235,2668,3,11,0,0,0,34627023,Musket,NA,100,0.038211968,0.905982906,0.034246575,0.999922546,IGH,0,,0.0001
148,musket_mix_0.0001_err_rate_1_24.corrected.fastq,musket,24,110,164460,2576,3,11,0,0,167160,115,34624235,2659,3,11,0,0,0,34627023,Musket,NA,100,0.041456381,0.912698413,0.037490988,0.999922806,IGH,0,,0.0001
149,musket_mix_0.0001_err_rate_1_26.corrected.fastq,musket,26,113,164460,2571,3,13,0,0,167160,117,34624233,2657,3,13,0,0,0,34627023,Musket,NA,100,0.042177361,0.9,0.037490988,0.999922806,IGH,0,,0.0001
150,musket_mix_0.0001_err_rate_1_28.corrected.fastq,musket,28,113,164460,2571,3,13,0,0,167160,117,34624233,2657,3,13,0,0,0,34627023,Musket,NA,100,0.042177361,0.9,0.037490988,0.999922806,IGH,0,,0.0001
151,musket_mix_0.0001_err_rate_1_30.corrected.fastq,musket,30,113,164460,2571,3,13,0,0,167160,117,34624233,2657,3,13,0,0,0,34627023,Musket,NA,100,0.042177361,0.9,0.037490988,0.999922806,IGH,0,,0.0001
152,musket_mix_0.00033_err_rate_1_20.corrected.fastq,musket,20,188,158742,8205,7,17,1,0,167160,216,34619499,8981,9,20,1,0,0,34628726,Musket,NA,100,0.023485919,0.911392405,0.021202566,0.999739783,IGH,0,,0.00033
153,musket_mix_0.00033_err_rate_1_22.corrected.fastq,musket,22,191,158742,8199,10,17,1,0,167160,220,34619499,8975,11,20,1,0,0,34628726,Musket,NA,100,0.023926047,0.912863071,0.021642197,0.999739898,IGH,0,,0.00033
154,musket_mix_0.00033_err_rate_1_24.corrected.fastq,musket,24,196,158742,8193,10,18,1,0,167160,227,34619498,8968,11,21,1,0,0,34628726,Musket,NA,100,0.02468733,0.911646586,0.022294725,0.999740071,IGH,0,,0.00033
155,musket_mix_0.00033_err_rate_1_26.corrected.fastq,musket,26,202,158742,8190,10,15,1,0,167160,235,34619503,8960,11,16,1,0,0,34628726,Musket,NA,100,0.025557368,0.932539683,0.023708537,0.999740447,IGH,0,,0.00033
156,musket_mix_0.00033_err_rate_1_28.corrected.fastq,musket,28,206,158742,8185,11,15,1,0,167160,239,34619502,8955,12,17,1,0,0,34628726,Musket,NA,100,0.025995214,0.929961089,0.024037416,0.999740533,IGH,0,,0.00033
157,musket_mix_0.00033_err_rate_1_30.corrected.fastq,musket,30,206,158742,8185,11,15,1,0,167160,239,34619502,8955,12,17,1,0,0,34628726,Musket,NA,100,0.025995214,0.929961089,0.024037416,0.999740533,IGH,0,,0.00033
158,musket_mix_0.001_err_rate_1_20.corrected.fastq,musket,20,314,144910,21906,10,19,1,1,167160,411,34605849,27467,11,23,1,1,0,34633763,Musket,NA,100,0.014742808,0.944827586,0.013881914,0.999205891,IGH,2.89E-08,0,0.001
159,musket_mix_0.001_err_rate_1_22.corrected.fastq,musket,22,326,144910,21890,12,21,1,1,167160,433,34605849,27441,15,23,1,1,0,34633763,Musket,NA,100,0.01553419,0.947483589,0.014673172,0.999206526,IGH,2.89E-08,0,0.001
160,musket_mix_0.001_err_rate_1_24.corrected.fastq,musket,24,348,144910,21868,11,21,2,0,167160,460,34605848,27417,13,23,2,0,0,34633763,Musket,NA,100,0.016501058,0.948453608,0.015604262,0.999207276,IGH,0,,0.001
161,musket_mix_0.001_err_rate_1_26.corrected.fastq,musket,26,360,144910,21848,12,28,2,0,167160,479,34605840,27393,18,31,2,0,0,34633763,Musket,NA,100,0.017185706,0.935546875,0.016001722,0.999207594,IGH,0,,0.001
162,musket_mix_0.001_err_rate_1_28.corrected.fastq,musket,28,365,144910,21842,12,29,2,0,167160,488,34605836,27383,19,35,2,0,0,34633763,Musket,NA,100,0.017509239,0.92952381,0.016181694,0.999207738,IGH,0,,0.001
163,musket_mix_0.001_err_rate_1_30.corrected.fastq,musket,30,365,144910,21842,12,29,2,0,167160,488,34605836,27383,19,35,2,0,0,34633763,Musket,NA,100,0.017509239,0.92952381,0.016181694,0.999207738,IGH,0,,0.001
164,musket_mix_0.0033_err_rate_1_20.corrected.fastq,musket,20,219,113974,52887,30,50,0,1,167160,584,34558158,91674,65,58,0,1,0,34650540,Musket,NA,100,0.006330074,0.909657321,0.005701403,0.997350748,IGH,2.89E-08,0,0.0033
165,musket_mix_0.0033_err_rate_1_22.corrected.fastq,musket,22,249,113974,52840,31,66,0,1,167160,670,34558132,91589,71,77,0,1,0,34650540,Musket,NA,100,0.007262164,0.896921017,0.006427557,0.99735248,IGH,2.89E-08,0,0.0033
166,musket_mix_0.0033_err_rate_1_24.corrected.fastq,musket,24,268,113974,52814,36,68,0,1,167160,737,34558133,91522,70,77,0,1,0,34650540,Musket,NA,100,0.007988381,0.905405405,0.007153774,0.997354442,IGH,2.89E-08,0,0.0033
167,musket_mix_0.0033_err_rate_1_26.corrected.fastq,musket,26,309,113974,52765,38,74,0,1,167160,807,34558127,91446,76,83,0,1,0,34650540,Musket,NA,100,0.008747683,0.906741573,0.007847983,0.997356289,IGH,2.89E-08,0,0.0033
168,musket_mix_0.0033_err_rate_1_28.corrected.fastq,musket,28,338,113974,52732,41,75,0,1,167160,858,34558130,91391,78,82,0,1,0,34650540,Musket,NA,100,0.009300914,0.912765957,0.008412015,0.997357848,IGH,2.89E-08,0,0.0033
169,musket_mix_0.0033_err_rate_1_30.corrected.fastq,musket,30,337,113530,52513,41,75,0,1,166496,857,34422264,91050,78,82,0,1,0,34514332,Musket,NA,100,0.009324643,0.912673056,0.008432437,0.997357301,IGH,2.90E-08,0,0.0033
170,musket_mix_1e-05_err_rate_1_20.corrected.fastq,musket,20,19,166899,236,2,4,0,0,167160,19,34626086,239,3,4,0,0,0,34626351,Musket,NA,100,0.073643411,0.826086957,0.058139535,0.999992896,IGH,0,,1.00E-05
171,musket_mix_1e-05_err_rate_1_22.corrected.fastq,musket,22,19,166899,236,2,4,0,0,167160,19,34626086,239,3,4,0,0,0,34626351,Musket,NA,100,0.073643411,0.826086957,0.058139535,0.999992896,IGH,0,,1.00E-05
172,musket_mix_1e-05_err_rate_1_24.corrected.fastq,musket,24,21,166899,235,2,3,0,0,167160,21,34626087,237,3,3,0,0,0,34626351,Musket,NA,100,0.081395349,0.875,0.069767442,0.999992982,IGH,0,,1.00E-05
173,musket_mix_1e-05_err_rate_1_26.corrected.fastq,musket,26,24,166899,230,2,5,0,0,167160,24,34626083,234,3,7,0,0,0,34626351,Musket,NA,100,0.093023256,0.774193548,0.065891473,0.999992953,IGH,0,,1.00E-05
174,musket_mix_1e-05_err_rate_1_28.corrected.fastq,musket,28,24,166899,230,2,5,0,0,167160,24,34626083,234,3,7,0,0,0,34626351,Musket,NA,100,0.093023256,0.774193548,0.065891473,0.999992953,IGH,0,,1.00E-05
175,musket_mix_1e-05_err_rate_1_30.corrected.fastq,musket,30,24,166899,230,2,5,0,0,167160,24,34626083,234,3,7,0,0,0,34626351,Musket,NA,100,0.093023256,0.774193548,0.065891473,0.999992953,IGH,0,,1.00E-05
176,musket_mix_1e-06_err_rate_1_20.corrected.fastq,musket,20,1,167134,25,0,0,0,0,167160,1,34626265,25,0,0,0,0,0,34626291,Musket,NA,100,0.038461538,1,0.038461538,0.999999278,IGH,0,,1.00E-06
177,musket_mix_1e-06_err_rate_1_22.corrected.fastq,musket,22,1,167134,25,0,0,0,0,167160,1,34626265,25,0,0,0,0,0,34626291,Musket,NA,100,0.038461538,1,0.038461538,0.999999278,IGH,0,,1.00E-06
178,musket_mix_1e-06_err_rate_1_24.corrected.fastq,musket,24,1,167134,25,0,0,0,0,167160,1,34626265,25,0,0,0,0,0,34626291,Musket,NA,100,0.038461538,1,0.038461538,0.999999278,IGH,0,,1.00E-06
179,musket_mix_1e-06_err_rate_1_26.corrected.fastq,musket,26,1,167134,25,0,0,0,0,167160,1,34626265,25,0,0,0,0,0,34626291,Musket,NA,100,0.038461538,1,0.038461538,0.999999278,IGH,0,,1.00E-06
180,musket_mix_1e-06_err_rate_1_28.corrected.fastq,musket,28,1,167134,25,0,0,0,0,167160,1,34626265,25,0,0,0,0,0,34626291,Musket,NA,100,0.038461538,1,0.038461538,0.999999278,IGH,0,,1.00E-06
181,musket_mix_1e-06_err_rate_1_30.corrected.fastq,musket,30,1,167134,25,0,0,0,0,167160,1,34626265,25,0,0,0,0,0,34626291,Musket,NA,100,0.038461538,1,0.038461538,0.999999278,IGH,0,,1.00E-06
182,musket_mix_3.3e-05_err_rate_1_20.corrected.fastq,musket,20,45,166285,823,1,6,0,0,167160,45,34625619,835,1,6,0,0,0,34626506,Musket,NA,100,0.051136364,0.882352941,0.044318182,0.999975683,IGH,0,,3.30E-05
183,musket_mix_3.3e-05_err_rate_1_22.corrected.fastq,musket,22,45,166285,820,2,8,0,0,167160,47,34625617,832,2,8,0,0,0,34626506,Musket,NA,100,0.053469852,0.854545455,0.044368601,0.999975683,IGH,0,,3.30E-05
184,musket_mix_3.3e-05_err_rate_1_24.corrected.fastq,musket,24,46,166285,819,2,8,0,0,167160,48,34625617,831,2,8,0,0,0,34626506,Musket,NA,100,0.054607509,0.857142857,0.045506257,0.999975712,IGH,0,,3.30E-05
185,musket_mix_3.3e-05_err_rate_1_26.corrected.fastq,musket,26,54,166285,813,2,6,0,0,167160,56,34625619,823,2,6,0,0,0,34626506,Musket,NA,100,0.06370876,0.903225806,0.056882821,0.999976001,IGH,0,,3.30E-05
186,musket_mix_3.3e-05_err_rate_1_28.corrected.fastq,musket,28,55,166285,813,2,5,0,0,167160,56,34625620,823,2,5,0,0,0,34626506,Musket,NA,100,0.06370876,0.918032787,0.058020478,0.99997603,IGH,0,,3.30E-05
187,musket_mix_3.3e-05_err_rate_1_30.corrected.fastq,musket,30,55,166285,813,2,5,0,0,167160,56,34625620,823,2,5,0,0,0,34626506,Musket,NA,100,0.06370876,0.918032787,0.058020478,0.99997603,IGH,0,,3.30E-05
188,musket_mix_3.3e-06_err_rate_1_20.corrected.fastq,musket,20,6,167060,93,0,1,0,0,167160,6,34626203,94,0,1,0,0,0,34626304,Musket,NA,100,0.06,0.857142857,0.05,0.999997256,IGH,0,,3.30E-06
189,musket_mix_3.3e-06_err_rate_1_22.corrected.fastq,musket,22,7,167060,93,0,0,0,0,167160,7,34626204,93,0,0,0,0,0,34626304,Musket,NA,100,0.07,1,0.07,0.999997314,IGH,0,,3.30E-06
190,musket_mix_3.3e-06_err_rate_1_24.corrected.fastq,musket,24,7,167060,93,0,0,0,0,167160,7,34626204,93,0,0,0,0,0,34626304,Musket,NA,100,0.07,1,0.07,0.999997314,IGH,0,,3.30E-06
191,musket_mix_3.3e-06_err_rate_1_26.corrected.fastq,musket,26,7,167060,93,0,0,0,0,167160,7,34626204,93,0,0,0,0,0,34626304,Musket,NA,100,0.07,1,0.07,0.999997314,IGH,0,,3.30E-06
192,musket_mix_3.3e-06_err_rate_1_28.corrected.fastq,musket,28,7,167060,93,0,0,0,0,167160,7,34626204,93,0,0,0,0,0,34626304,Musket,NA,100,0.07,1,0.07,0.999997314,IGH,0,,3.30E-06
193,musket_mix_3.3e-06_err_rate_1_30.corrected.fastq,musket,30,7,167060,93,0,0,0,0,167160,7,34626204,93,0,0,0,0,0,34626304,Musket,NA,100,0.07,1,0.07,0.999997314,IGH,0,,3.30E-06
194,racer_mix_0.0001_err_rate_1_9181.corrected.fastq,racer,9181,1977,164460,16,4,0,703,57,167160,2776,34624166,16,4,0,723,58,1,34627744,Racer,NA,100,0.994269341,0.793369534,0.735315186,0.999976868,IGH,1.70E-06,0.017241379,0.0001
195,racer_mix_0.00033_err_rate_1_9181.corrected.fastq,racer,9181,6144,158612,80,24,147,2153,194,167160,9159,34619073,84,38,160,2345,208,2,34631069,Racer,NA,100,0.990912042,0.785236626,0.719896138,0.999918137,IGH,6.06E-06,0.009615385,0.00033
196,racer_mix_0.001_err_rate_1_9181.corrected.fastq,racer,9181,16361,144900,519,417,177,4786,387,167160,26665,34604998,782,646,197,6055,459,2,34639804,Racer,NA,100,0.971508726,0.810067746,0.743724269,0.999765039,IGH,1.33E-05,0.004357298,0.001
197,racer_mix_0.0033_err_rate_1_9181.corrected.fastq,racer,9181,39965,113446,2926,3040,1421,6362,1319,167160,78267,34553503,8942,5782,1948,10518,1929,14,34660903,Racer,NA,100,0.897464711,0.862607871,0.754520749,0.999159889,IGH,5.61E-05,0.007257646,0.0033
198,racer_mix_1e-05_err_rate_1_9181.corrected.fastq,racer,9181,194,166899,0,0,0,67,3,167160,261,34626087,0,0,0,67,3,0,34626418,Racer,NA,100,1,0.795731707,0.743295019,0.999997978,IGH,8.66E-08,0,1.00E-05
199,racer_mix_1e-06_err_rate_1_9181.corrected.fastq,racer,9181,19,167134,0,0,0,7,0,167160,26,34626265,0,0,0,7,0,0,34626298,Racer,NA,100,1,0.787878788,0.730769231,0.999999798,IGH,0,,1.00E-06
200,racer_mix_3.3e-05_err_rate_1_9181.corrected.fastq,racer,9181,650,166285,6,0,0,219,18,167160,877,34625605,6,0,0,219,18,0,34626725,Racer,NA,100,0.993204983,0.800182482,0.745186863,0.999992982,IGH,5.20E-07,0,3.30E-05
201,racer_mix_3.3e-06_err_rate_1_9181.corrected.fastq,racer,9181,80,167060,1,0,0,19,0,167160,101,34626202,1,0,0,19,0,0,34626323,Racer,NA,100,0.990196078,0.841666667,0.803921569,0.999999422,IGH,0,,3.30E-06
202,reckoner_mix_0.0001_err_rate_1_20.corrected.fastq,reckoner,20,314,164459,2343,8,25,11,8,167160,343,34624144,2429,8,84,19,15,0,34627042,Reckoner,NA,100,0.123737374,0.769058296,0.086580087,0.999926214,IGH,4.33E-07,0,0.0001
203,reckoner_mix_0.0001_err_rate_1_22.corrected.fastq,reckoner,22,323,164459,2332,8,27,11,8,167160,353,34624130,2419,8,98,19,15,0,34627042,Reckoner,NA,100,0.127344877,0.75106383,0.085137085,0.999926098,IGH,4.33E-07,0,0.0001
204,reckoner_mix_0.0001_err_rate_1_24.corrected.fastq,reckoner,24,330,164459,2318,8,33,12,8,167160,362,34624121,2410,8,106,20,15,0,34627042,Reckoner,NA,100,0.130591631,0.741803279,0.085137085,0.999926098,IGH,4.33E-07,0,0.0001
205,reckoner_mix_0.0001_err_rate_1_26.corrected.fastq,reckoner,26,340,164459,2306,9,34,12,9,167160,374,34624116,2398,9,109,20,16,0,34627042,Reckoner,NA,100,0.134920635,0.743538767,0.088383838,0.9999263,IGH,4.62E-07,0,0.0001
206,reckoner_mix_0.0001_err_rate_1_28.corrected.fastq,reckoner,28,343,164459,2302,10,34,12,9,167160,379,34624112,2392,10,113,20,16,0,34627042,Reckoner,NA,100,0.136773728,0.740234375,0.088776615,0.999926329,IGH,4.62E-07,0,0.0001
207,reckoner_mix_0.0001_err_rate_1_30.corrected.fastq,reckoner,30,353,164459,2288,9,36,15,10,167160,391,34624097,2382,9,123,25,16,1,34627044,Reckoner,NA,100,0.141002524,0.72541744,0.087630725,0.999926214,IGH,4.91E-07,0.0625,0.0001
208,reckoner_mix_0.00033_err_rate_1_20.corrected.fastq,reckoner,20,582,158741,7722,20,61,34,15,167160,718,34619278,8468,25,197,60,21,1,34628768,Reckoner,NA,100,0.078162421,0.736410256,0.050185064,0.999746713,IGH,6.35E-07,0.047619048,0.00033
209,reckoner_mix_0.00033_err_rate_1_22.corrected.fastq,reckoner,22,608,158741,7701,14,60,36,16,167160,743,34619193,8448,18,264,100,22,1,34628789,Reckoner,NA,100,0.080839952,0.671183379,0.041235992,0.999744375,IGH,6.64E-07,0.045454545,0.00033
210,reckoner_mix_0.00033_err_rate_1_24.corrected.fastq,reckoner,24,629,158741,7682,15,62,31,17,167160,766,34619276,8427,19,207,42,21,1,34628759,Reckoner,NA,100,0.083324268,0.754679803,0.056238442,0.999748302,IGH,6.35E-07,0.047619048,0.00033
211,reckoner_mix_0.00033_err_rate_1_26.corrected.fastq,reckoner,26,646,158741,7661,15,64,33,16,167160,790,34619229,8404,18,253,44,20,1,34628759,Reckoner,NA,100,0.085925604,0.726770929,0.053621927,0.999747637,IGH,6.06E-07,0.05,0.00033
212,reckoner_mix_0.00033_err_rate_1_28.corrected.fastq,reckoner,28,655,158741,7647,15,69,33,17,167160,804,34619221,8391,19,253,44,24,1,34628757,Reckoner,NA,100,0.087438825,0.730245232,0.055138662,0.999747869,IGH,7.22E-07,0.041666667,0.00033
