,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Trim Percent,Trim Efficiency,Sample,Total Reads,Tool,Kmer Size
371,pollux_sample_SRR1543967_1_22.corrected.fastq,run.pollux.sh,22,23437,820842,100396,210,22272,75391,473,1042548,81646,247492941,254510,1457,151597,182071,34,1195,248165451,Pollux,NA,100,0.242881281,0.196588605,-0.749717393,0.997623876,4.95E-06,35.14705882,SRR1543967,1042548,Pollux,22
372,pollux_sample_SRR1543967_1_24.corrected.fastq,run.pollux.sh,24,26152,818125,96627,225,24163,76986,472,1042278,90589,247425049,242560,1608,153871,185888,26,1197,248100788,Pollux,NA,100,0.27191737,0.210501733,-0.747923602,0.997646296,4.93E-06,46.03846154,SRR1543967,1042278,Pollux,24
373,pollux_sample_SRR1543967_1_26.corrected.fastq,run.pollux.sh,26,33252,796386,85931,241,30145,96269,482,1042224,111251,247326777,219091,1681,202531,232549,35,1208,248095123,Pollux,NA,100,0.336775221,0.203632962,-0.980284069,0.997356295,5.01E-06,34.51428571,SRR1543967,1042224,Pollux,26
374,pollux_sample_SRR1543967_1_28.corrected.fastq,run.pollux.sh,28,35984,791060,81725,255,34031,99038,481,1042093,120491,247283169,207834,1771,211240,235320,36,1202,248061063,Pollux,NA,100,0.366986979,0.21248706,-0.99312876,0.997354667,4.99E-06,33.38888889,SRR1543967,1042093,Pollux,28
375,pollux_sample_SRR1543967_1_30.corrected.fastq,run.pollux.sh,30,25257,528956,44799,159,26633,75233,318,701037,78453,166331585,113675,1090,180698,174363,18,795,166880677,Pollux,NA,100,0.40833715,0.180969934,-1.439706862,0.997184538,4.87E-06,44.16666667,SRR1543967,701037,Pollux,30
11,racer_sample_SRR1543967_1_0.corrected.fastq,run.racer.sh,0,42490,421088,8550,74,26667,77833,12594,576702,113381,134515887,57001,3548,1952929,1149632,84335,745,137877458,Racer,NA,100,0.66545175,0.035255922,-17.54398939,0.976446748,0.00061707,0.008833818,SRR1543967,576702,Racer,0
226,reckoner_sample_SRR1543967_1_20.corrected.fastq,run.reckoner.sh,20,22329,850377,103209,251,875,845,752,977886,66392,232371681,275349,1306,22954,13229,2143,1332,232754386,Reckoner,NA,100,0.194275782,0.647253229,0.088397354,0.998646716,1.49E-05,0.621558563,SRR1543967,977886,Reckoner,20
227,reckoner_sample_SRR1543967_1_22.corrected.fastq,run.reckoner.sh,22,22840,835874,100569,246,842,799,817,961170,66700,228398606,268560,1247,23747,13294,2454,1382,228775990,Reckoner,NA,100,0.198950069,0.64294734,0.088465668,0.998648006,1.68E-05,0.563162184,SRR1543967,961170,Reckoner,22
228,reckoner_sample_SRR1543967_1_24.corrected.fastq,run.reckoner.sh,24,23028,815128,96039,239,778,884,762,936096,65459,222440858,257210,1327,25541,14937,2238,1350,222808920,Reckoner,NA,100,0.202867335,0.617904981,0.077419895,0.998647923,1.61E-05,0.603217158,SRR1543967,936096,Reckoner,24
229,reckoner_sample_SRR1543967_1_26.corrected.fastq,run.reckoner.sh,26,24026,815125,95105,237,760,843,796,936096,66672,222442860,256127,1203,23771,14406,2391,1302,222808732,Reckoner,NA,100,0.206543391,0.635885893,0.088274747,0.99866298,1.66E-05,0.544542033,SRR1543967,936096,Reckoner,26
230,reckoner_sample_SRR1543967_1_28.corrected.fastq,run.reckoner.sh,28,24352,815128,94701,235,754,926,828,936096,66742,222441015,255849,1339,25093,15270,2441,1363,222809112,Reckoner,NA,100,0.206893559,0.623145511,0.081772275,0.998653584,1.71E-05,0.558377714,SRR1543967,936096,Reckoner,28
231,reckoner_sample_SRR1543967_1_30.corrected.fastq,run.reckoner.sh,30,24295,793488,91340,267,691,941,836,911022,65436,216479537,247365,1337,28186,16365,2240,1286,216841752,Reckoner,NA,100,0.209193705,0.594943039,0.066767689,0.998637279,1.63E-05,0.574107143,SRR1543967,911022,Reckoner,30
274,sga_sample_SRR1543967_1_20.corrected.fastq,run.sga.sh,20,7189,736962,98987,75,915,30,373,844158,31636,200628986,253575,233,2705,96,18,912,200918161,Sga,NA,100,0.110921388,0.918663066,0.101100589,0.998722723,4.63E-06,50.66666667,SRR1543967,844158,Sga,20
275,sga_sample_SRR1543967_1_22.corrected.fastq,run.sga.sh,22,6710,667176,85798,59,806,29,333,760578,28352,180774949,218261,209,2486,99,14,848,181025218,Sga,NA,100,0.114965553,0.916443094,0.104483543,0.998778789,4.76E-06,60.57142857,SRR1543967,760578,Sga,22
276,sga_sample_SRR1543967_1_24.corrected.fastq,run.sga.sh,24,6603,631367,79909,52,830,27,314,718788,27626,170844448,202976,188,2609,88,14,804,171078753,Sga,NA,100,0.119799481,0.911057613,0.108104006,0.998796601,4.78E-06,57.42857143,SRR1543967,718788,Sga,24
277,sga_sample_SRR1543967_1_26.corrected.fastq,run.sga.sh,26,6784,624448,78264,55,852,27,319,710430,27872,168859184,198620,192,2686,73,16,810,169089453,Sga,NA,100,0.123059534,0.909927851,0.110878088,0.998807803,4.88E-06,50.625,SRR1543967,710430,Sga,26
278,sga_sample_SRR1543967_1_28.corrected.fastq,run.sga.sh,28,7266,624448,77780,51,859,26,321,710430,28998,168859121,197507,184,2740,76,18,811,169089455,Sga,NA,100,0.128023664,0.91148551,0.115591267,0.998814084,4.90E-06,45.05555556,SRR1543967,710430,Sga,28
279,sga_sample_SRR1543967_1_30.corrected.fastq,run.sga.sh,30,7299,589424,71046,48,795,28,310,668640,27272,158932254,179958,167,2480,76,27,733,159142967,Sga,NA,100,0.131602567,0.914308703,0.119268446,0.99885192,4.78E-06,27.14814815,SRR1543967,668640,Sga,30
328,bfc_sample_SRR1543968_1_20.corrected.fastq,run.bfc.sh,20,12107,757010,107561,3557,2395,10,313,882640,56086,209731940,280897,3642,2462,11,0,879,210075917,Bfc,NA,100,0.166435696,0.957769088,0.159097046,0.998633764,4.18E-06,inf,SRR1543968,882640,Bfc,20
329,bfc_sample_SRR1543968_1_22.corrected.fastq,run.bfc.sh,22,12761,757026,106986,3519,2339,9,313,882640,58076,209731997,278929,3593,2414,10,0,879,210075898,Bfc,NA,100,0.172329787,0.959933884,0.165137016,0.998643599,4.18E-06,inf,SRR1543968,882640,Bfc,22
330,bfc_sample_SRR1543968_1_24.corrected.fastq,run.bfc.sh,24,13631,757068,106372,3297,2263,9,312,882640,60321,209732071,276920,3368,2330,10,0,872,210075892,Bfc,NA,100,0.178866152,0.962656198,0.171927494,0.998654633,4.15E-06,inf,SRR1543968,882640,Bfc,24
331,bfc_sample_SRR1543968_1_26.corrected.fastq,run.bfc.sh,26,14112,756634,105735,3279,2872,8,316,882640,61401,209731450,275893,3341,2947,9,0,876,210075917,Bfc,NA,100,0.182040001,0.95406871,0.173276133,0.998656718,4.17E-06,inf,SRR1543968,882640,Bfc,26
332,bfc_sample_SRR1543968_1_28.corrected.fastq,run.bfc.sh,28,14886,756522,105155,3105,2962,10,315,882640,62842,209731345,274630,3162,3043,11,0,875,210075908,Bfc,NA,100,0.186213967,0.953654243,0.177164328,0.998663116,4.17E-06,inf,SRR1543968,882640,Bfc,28
333,bfc_sample_SRR1543968_1_30.corrected.fastq,run.bfc.sh,30,15520,756684,104520,3012,2892,12,313,882640,64237,209731417,273337,3058,2973,13,0,873,210075908,Bfc,NA,100,0.190290129,0.955580679,0.181444661,0.998670089,4.16E-06,inf,SRR1543968,882640,Bfc,30
40,bless_sample_SRR1543968_1_20.corrected.fastq,run.bless.sh,20,53871,767046,56912,72,2817,1922,40771,882640,113925,206812771,167833,1238,49284,87846,2788423,59352,210080672,Bless,NA,100,0.404336345,0.453785027,-0.08235791,0.985265191,0.013555626,0.021285149,SRR1543968,882640,Bless,20
41,bless_sample_SRR1543968_1_22.corrected.fastq,run.bless.sh,22,55988,767638,54537,74,2635,1768,41379,882640,118933,206787973,161207,1316,46640,78035,2824997,60679,210079780,Bless,NA,100,0.42454844,0.488214673,-0.020496894,0.985181372,0.013736096,0.021479315,SRR1543968,882640,Bless,22
42,bless_sample_SRR1543968_1_24.corrected.fastq,run.bless.sh,24,57179,767788,52880,90,2865,1838,42367,882640,120598,206697002,158032,1240,50896,83436,2907188,62298,210080690,Bless,NA,100,0.432824893,0.473063194,-0.049291175,0.984759468,0.014134978,0.021428955,SRR1543968,882640,Bless,24
43,bless_sample_SRR1543968_1_26.corrected.fastq,run.bless.sh,26,58034,769625,50497,105,2906,1473,45143,882640,123079,206628812,152590,1375,46915,62407,2999713,65178,210080069,Bless,NA,100,0.446473851,0.529597549,0.049904052,0.984463006,0.014589156,0.021728079,SRR1543968,882640,Bless,26
44,bless_sample_SRR1543968_1_28.corrected.fastq,run.bless.sh,28,57881,770455,50421,105,2348,1430,44671,882640,123560,206750678,151595,1500,41089,55271,2890760,65647,210080100,Bless,NA,100,0.449055987,0.561840669,0.098853374,0.985047624,0.014072761,0.022709253,SRR1543968,882640,Bless,28
45,bless_sample_SRR1543968_1_30.corrected.fastq,run.bless.sh,30,59247,770661,47955,133,2912,1732,47855,882640,126889,206522943,145625,1895,48988,74324,3092451,67797,210080912,Bless,NA,100,0.465623784,0.507148253,0.013125931,0.983985367,0.015043004,0.021923387,SRR1543968,882640,Bless,30
88,coral_sample_SRR1543968_1_20.corrected.fastq,run.coral.sh,20,13359,754773,109734,20,1649,3105,700,882640,34724,209720268,305707,58,9328,9463,392,899,210080839,Coral,NA,100,0.102000112,0.648864804,0.046802436,0.998453217,6.15E-06,2.293367347,SRR1543968,882640,Coral,20
89,coral_sample_SRR1543968_1_22.corrected.fastq,run.coral.sh,22,15779,754697,107310,18,1601,3235,682,882640,39578,209718658,300842,55,10405,10597,353,903,210081391,Coral,NA,100,0.116262264,0.653317927,0.054567887,0.998466055,5.98E-06,2.558073654,SRR1543968,882640,Coral,22
90,coral_sample_SRR1543968_1_24.corrected.fastq,run.coral.sh,24,18359,754701,104732,20,1721,3107,803,882640,44395,209718604,296019,59,10436,10484,476,905,210081378,Coral,NA,100,0.13041473,0.67970604,0.068960149,0.998488798,6.57E-06,1.901260504,SRR1543968,882640,Coral,24
91,coral_sample_SRR1543968_1_26.corrected.fastq,run.coral.sh,26,20222,753973,102816,17,1988,3624,746,882640,48090,209716734,292322,58,11303,11810,421,905,210081643,Coral,NA,100,0.14126999,0.675392891,0.073372854,0.998496226,6.31E-06,2.149643705,SRR1543968,882640,Coral,26
92,coral_sample_SRR1543968_1_28.corrected.fastq,run.coral.sh,28,22510,753483,100416,17,2190,4024,728,882640,52689,209712194,287736,72,15446,12474,406,900,210081917,Coral,NA,100,0.154774179,0.653636691,0.072759051,0.998495181,6.22E-06,2.216748768,SRR1543968,882640,Coral,28
93,coral_sample_SRR1543968_1_30.corrected.fastq,run.coral.sh,30,24916,753344,97938,17,2446,3979,756,882640,57501,209712849,282902,68,14694,12896,419,908,210082237,Coral,NA,100,0.168920368,0.675758893,0.087869378,0.998519721,6.32E-06,2.167064439,SRR1543968,882640,Coral,30
4,fiona_sample_SRR1543968_1_0.corrected.fastq,run.fiona.sh,0,26036,188544,8990,1627,4915,8962,315,239074,77112,56749164,36341,1921,28162,18766,211,260,56911937,Fiona,NA,100,0.679682335,0.621670429,0.266048496,0.998499412,8.28E-06,1.232227488,SRR1543968,239074,Fiona,0
136,lighter_sample_SRR1543968_1_20.corrected.fastq,run.lighter.sh,20,69096,747564,51901,216,13739,124,311,882640,186080,209707204,154305,343,26919,143,0,871,210075865,Lighter,NA,100,0.546675089,0.873033001,0.467170998,0.999135023,4.15E-06,inf,SRR1543968,882640,Lighter,20
137,lighter_sample_SRR1543968_1_22.corrected.fastq,run.lighter.sh,22,72501,746378,48407,226,14922,206,312,882640,188934,209706220,151565,342,27652,264,0,872,210075849,Lighter,NA,100,0.554873876,0.871265852,0.47288832,0.999144006,4.15E-06,inf,SRR1543968,882640,Lighter,22
138,lighter_sample_SRR1543968_1_24.corrected.fastq,run.lighter.sh,24,70158,712965,45875,295,11441,116,300,840850,180625,199780493,145586,460,21426,128,0,818,200129536,Lighter,NA,100,0.553706037,0.8933915,0.487632238,0.999162539,4.09E-06,inf,SRR1543968,840850,Lighter,24
139,lighter_sample_SRR1543968_1_26.corrected.fastq,run.lighter.sh,26,66160,625208,37970,228,10843,145,264,740554,167629,175940449,128745,318,20274,158,0,751,176258324,Lighter,NA,100,0.565599547,0.891354401,0.496659626,0.999151838,4.26E-06,inf,SRR1543968,740554,Lighter,26
140,lighter_sample_SRR1543968_1_28.corrected.fastq,run.lighter.sh,28,64514,594699,36079,173,11541,116,246,707122,163125,167990796,124808,255,21425,141,0,702,168301252,Lighter,NA,100,0.566538049,0.883231993,0.49163868,0.999128767,4.17E-06,inf,SRR1543968,707122,Lighter,28
141,lighter_sample_SRR1543968_1_30.corrected.fastq,run.lighter.sh,30,58648,522477,32816,202,9312,87,216,623542,149480,148126271,114884,298,16874,98,0,619,148408524,Lighter,NA,100,0.56543251,0.898036671,0.501233148,0.999109522,4.17E-06,inf,SRR1543968,623542,Lighter,30
184,musket_sample_SRR1543968_1_20.corrected.fastq,run.musket.sh,20,0,493163,88589,0,0,0,200,581752,0,138211227,250448,0,0,0,0,553,138462228,Musket,NA,100,0,inf,0,0.998191211,3.99E-06,inf,SRR1543968,581752,Musket,20
185,musket_sample_SRR1543968_1_22.corrected.fastq,run.musket.sh,22,0,470987,85691,0,0,0,184,556678,0,132250740,243143,0,0,0,0,536,132494419,Musket,NA,100,0,inf,0,0.998164874,4.05E-06,inf,SRR1543968,556678,Musket,22
186,musket_sample_SRR1543968_1_24.corrected.fastq,run.musket.sh,24,0,434223,80665,0,0,0,176,514888,0,122317045,230524,0,0,0,0,527,122548096,Musket,NA,100,0,inf,0,0.998118902,4.30E-06,inf,SRR1543968,514888,Musket,24
187,musket_sample_SRR1543968_1_26.corrected.fastq,run.musket.sh,26,0,412109,77705,0,0,0,175,489814,0,116356679,223071,0,0,0,0,526,116580276,Musket,NA,100,0,inf,0,0.998086537,4.51E-06,inf,SRR1543968,489814,Musket,26
188,musket_sample_SRR1543968_1_28.corrected.fastq,run.musket.sh,28,0,383462,72920,0,0,0,161,456382,0,108412050,210580,0,0,0,0,481,108623111,Musket,NA,100,0,inf,0,0.998061362,4.43E-06,inf,SRR1543968,456382,Musket,28
189,musket_sample_SRR1543968_1_30.corrected.fastq,run.musket.sh,30,0,376149,71875,0,0,0,157,448024,0,106425894,207456,0,0,0,0,457,106633807,Musket,NA,100,0,inf,0,0.998054492,4.29E-06,inf,SRR1543968,448024,Musket,30
376,pollux_sample_SRR1543968_1_20.corrected.fastq,run.pollux.sh,20,21588,688329,88835,189,17311,65383,363,881635,79611,209279567,226901,1399,106584,161870,63,851,209856846,Pollux,NA,100,0.259732082,0.22872452,-0.616103122,0.997632581,4.36E-06,13.50793651,SRR1543968,881635,Pollux,20
377,pollux_sample_SRR1543968_1_22.corrected.fastq,run.pollux.sh,22,22817,680420,85921,189,19586,72535,360,881468,85277,209214094,217742,1529,118341,180463,60,851,209818357,Pollux,NA,100,0.281424597,0.222028687,-0.704665384,0.997530544,4.34E-06,14.18333333,SRR1543968,881468,Pollux,22
378,pollux_sample_SRR1543968_1_24.corrected.fastq,run.pollux.sh,24,24157,679062,83999,167,19123,74747,360,881255,88910,209161207,210638,1535,120540,185740,64,825,209769459,Pollux,NA,100,0.296813866,0.224980389,-0.725659994,0.997528148,4.24E-06,12.890625,SRR1543968,881255,Pollux,24
379,pollux_sample_SRR1543968_1_26.corrected.fastq,run.pollux.sh,26,29386,660756,75420,196,23732,91619,369,881109,107013,209059174,190881,1564,153802,227225,82,831,209740572,Pollux,NA,100,0.359231807,0.219270961,-0.919837258,0.997265401,4.35E-06,10.13414634,SRR1543968,881109,Pollux,26
380,pollux_sample_SRR1543968_1_28.corrected.fastq,run.pollux.sh,28,31879,652249,71053,206,29425,96176,375,880988,116757,209013891,179062,1672,164808,233332,78,828,209710428,Pollux,NA,100,0.394690672,0.226757973,-0.951199889,0.997239268,4.32E-06,10.61538462,SRR1543968,880988,Pollux,28
381,pollux_sample_SRR1543968_1_30.corrected.fastq,run.pollux.sh,30,14286,210164,26705,114,10845,34581,132,296695,56250,70354459,70605,769,61555,82294,33,293,70626258,Pollux,NA,100,0.443419652,0.28111085,-0.690544322,0.996952169,4.62E-06,8.878787879,SRR1543968,296695,Pollux,30
12,racer_sample_SRR1543968_1_0.corrected.fastq,run.racer.sh,0,20159,146319,6384,23,10670,30445,4143,214000,73506,49841868,29494,2209,754251,437567,27041,264,51166200,Racer,NA,100,0.713650485,0.058092631,-10.85739806,0.9755587,0.000533653,0.009762953,SRR1543968,214000,Racer,0
232,reckoner_sample_SRR1543968_1_20.corrected.fastq,run.reckoner.sh,20,10047,332494,54257,135,550,393,304,397876,38063,94490036,150872,681,14017,7066,984,576,94702295,Reckoner,NA,100,0.20146082,0.643543097,0.089872178,0.998166665,1.65E-05,0.585365854,SRR1543968,397876,Reckoner,20
233,reckoner_sample_SRR1543968_1_22.corrected.fastq,run.reckoner.sh,22,9249,290573,46952,136,436,382,288,347728,34530,82578999,131080,700,12446,7310,1213,509,82766787,Reckoner,NA,100,0.208501902,0.6360756,0.089209589,0.998154454,2.08E-05,0.419620775,SRR1543968,347728,Reckoner,22
234,reckoner_sample_SRR1543968_1_24.corrected.fastq,run.reckoner.sh,24,9374,284157,44939,112,395,393,275,339370,33344,80596100,126072,698,12237,7500,1142,467,80777560,Reckoner,NA,100,0.209163447,0.628172039,0.085355297,0.998172143,1.99E-05,0.408931699,SRR1543968,339370,Reckoner,24
235,reckoner_sample_SRR1543968_1_26.corrected.fastq,run.reckoner.sh,26,9699,284157,44667,131,332,384,277,339370,33709,80598533,125703,625,10435,6380,1045,508,80776938,Reckoner,NA,100,0.211458359,0.667187871,0.105976965,0.998214974,1.92E-05,0.486124402,SRR1543968,339370,Reckoner,26
236,reckoner_sample_SRR1543968_1_28.corrected.fastq,run.reckoner.sh,28,9825,276920,43366,139,298,464,327,331012,33348,78609631,122988,680,12230,7901,1329,475,78788582,Reckoner,NA,100,0.213309794,0.623571869,0.084542268,0.998157996,2.29E-05,0.357411588,SRR1543968,331012,Reckoner,28
237,reckoner_sample_SRR1543968_1_30.corrected.fastq,run.reckoner.sh,30,10114,276921,43046,146,287,498,326,331012,33846,78607004,122380,769,14336,9043,1233,474,78789085,Reckoner,NA,100,0.216647677,0.591454784,0.066999091,0.998124589,2.17E-05,0.384428224,SRR1543968,331012,Reckoner,30
280,sga_sample_SRR1543968_1_20.corrected.fastq,run.sga.sh,20,2702,263081,47906,44,555,8,117,314296,17937,74654651,130488,137,1769,37,2,292,74805313,Sga,NA,100,0.120848914,0.90852454,0.108681152,0.998229624,3.93E-06,146,SRR1543968,314296,Sga,20
281,sga_sample_SRR1543968_1_22.corrected.fastq,run.sga.sh,22,2754,248937,45299,33,550,7,112,297580,17990,70683136,123388,123,1759,34,2,281,70826713,Sga,NA,100,0.127247521,0.909366628,0.114565208,0.998230802,4.00E-06,140.5,SRR1543968,297580,Sga,22
282,sga_sample_SRR1543968_1_24.corrected.fastq,run.sga.sh,24,2840,241809,43974,30,557,12,108,289222,18378,68697314,119515,117,1817,55,5,268,68837469,Sga,NA,100,0.133277251,0.907555556,0.119701508,0.998234835,3.97E-06,53.6,SRR1543968,289222,Sga,24
283,sga_sample_SRR1543968_1_26.corrected.fastq,run.sga.sh,26,2815,227947,41155,30,545,14,106,272506,17805,64727256,111662,116,1779,55,4,265,64858942,Sga,NA,100,0.137525393,0.90661439,0.123359621,0.998248253,4.15E-06,66.25,SRR1543968,272506,Sga,26
284,sga_sample_SRR1543968_1_28.corrected.fastq,run.sga.sh,28,2787,206151,37959,25,492,18,100,247432,17378,58768717,102937,97,1623,69,8,238,58891067,Sga,NA,100,0.144437518,0.911274253,0.130374434,0.998221557,4.18E-06,29.75,SRR1543968,247432,Sga,28
285,sga_sample_SRR1543968_1_30.corrected.fastq,run.sga.sh,30,2911,199395,36217,25,506,20,100,239074,17275,56784284,98016,92,1660,68,14,230,56901639,Sga,NA,100,0.149838235,0.909066989,0.134850075,0.99824521,4.29E-06,16.42857143,SRR1543968,239074,Sga,30
334,bfc_sample_SRR1543969_1_20.corrected.fastq,run.bfc.sh,20,13501,723632,135880,4312,3278,4,2016,880607,76541,208667891,927393,4715,3471,5,0,13847,209693863,Bfc,NA,100,0.076241068,0.956559231,0.072778689,0.995538039,6.60E-05,inf,SRR1543969,880607,Bfc,20
335,bfc_sample_SRR1543969_1_22.corrected.fastq,run.bfc.sh,22,14193,723598,135134,4292,3382,8,2015,880607,79423,208667742,924608,4699,3601,9,0,13793,209693875,Bfc,NA,100,0.079104131,0.95652331,0.075508625,0.99555076,6.58E-05,inf,SRR1543969,880607,Bfc,22
336,bfc_sample_SRR1543969_1_24.corrected.fastq,run.bfc.sh,24,14801,723575,134844,3999,3378,10,2013,880607,81141,208667778,923201,4386,3584,11,0,13814,209693915,Bfc,NA,100,0.080790209,0.957574113,0.077210751,0.995559035,6.59E-05,inf,SRR1543969,880607,Bfc,24
337,bfc_sample_SRR1543969_1_26.corrected.fastq,run.bfc.sh,26,15554,723533,134139,3928,3443,10,2012,880607,82916,208667699,921465,4337,3649,11,1,13784,209693862,Bfc,NA,100,0.082554329,0.957725005,0.078910294,0.995567233,6.57E-05,13784,SRR1543969,880607,Bfc,26
338,bfc_sample_SRR1543969_1_28.corrected.fastq,run.bfc.sh,28,16424,723533,133401,3767,3469,13,2015,880607,84932,208667711,919547,4186,3665,14,0,13785,209693840,Bfc,NA,100,0.084553286,0.958481453,0.080890691,0.995577014,6.57E-05,inf,SRR1543969,880607,Bfc,28
339,bfc_sample_SRR1543969_1_30.corrected.fastq,run.bfc.sh,30,16942,723397,132922,3653,3681,12,2012,880607,86261,208667510,918269,4080,3892,13,0,13745,209693770,Bfc,NA,100,0.085872,0.956690992,0.08198461,0.995582536,6.55E-05,inf,SRR1543969,880607,Bfc,30
46,bless_sample_SRR1543969_1_20.corrected.fastq,run.bless.sh,20,60398,737245,77082,437,3104,2341,50120,880607,152563,205289902,701414,9046,52161,108864,3217970,168919,209700839,Bless,NA,100,0.17865001,0.486507775,-0.009908932,0.980482902,0.016151051,0.05249241,SRR1543969,880607,Bless,20
47,bless_sample_SRR1543969_1_22.corrected.fastq,run.bless.sh,22,62639,737592,74313,463,3292,2308,51955,880607,156612,205197157,694522,8552,54142,106194,3311705,172582,209701466,Bless,NA,100,0.184003929,0.494125219,-0.004375339,0.980073797,0.016615463,0.052112733,SRR1543969,880607,Bless,22
48,bless_sample_SRR1543969_1_24.corrected.fastq,run.bless.sh,24,63772,738072,72322,464,3768,2209,52854,880607,157628,205095174,690615,9578,60182,91820,3421820,174417,209701234,Bless,NA,100,0.185828825,0.509085037,0.006632533,0.979601585,0.017149336,0.050971997,SRR1543969,880607,Bless,24
49,bless_sample_SRR1543969_1_26.corrected.fastq,run.bless.sh,26,60261,740317,74490,477,2991,2071,54917,880607,150158,205180243,702048,8496,52412,91021,3345314,171500,209701192,Bless,NA,100,0.176199182,0.511453008,0.007891285,0.979958492,0.016770596,0.051265741,SRR1543969,880607,Bless,26
50,bless_sample_SRR1543969_1_28.corrected.fastq,run.bless.sh,28,60645,741065,73514,473,2894,2016,56175,880607,150109,205157894,700961,8636,49275,81052,3381294,172082,209701303,Bless,NA,100,0.176376796,0.535270079,0.023243681,0.979853798,0.01694494,0.050892351,SRR1543969,880607,Bless,28
51,bless_sample_SRR1543969_1_30.corrected.fastq,run.bless.sh,30,61537,741603,71868,510,3025,2064,58152,880607,153079,205105690,695526,8705,49305,83421,3431478,174925,209702129,Bless,NA,100,0.180388991,0.535606445,0.023984068,0.979628254,0.017197741,0.050976576,SRR1543969,880607,Bless,30
94,coral_sample_SRR1543969_1_20.corrected.fastq,run.coral.sh,20,18250,721307,135425,62,2715,2848,2312,880607,53831,208656738,954449,346,10330,6326,318,13660,209695998,Coral,NA,100,0.05338894,0.763701108,0.036869719,0.995365518,6.67E-05,42.95597484,SRR1543969,880607,Coral,20
95,coral_sample_SRR1543969_1_22.corrected.fastq,run.coral.sh,22,21751,721223,131748,67,2318,3500,2395,880607,61569,208655203,946633,386,12185,7146,532,13680,209697334,Coral,NA,100,0.061068119,0.76105068,0.041894382,0.995388854,6.78E-05,25.71428571,SRR1543969,880607,Coral,22
96,coral_sample_SRR1543969_1_24.corrected.fastq,run.coral.sh,24,24504,721284,128944,82,2479,3314,2215,880607,67701,208658041,940333,526,9601,6812,216,13721,209696951,Coral,NA,100,0.067161425,0.804871959,0.050879236,0.995433645,6.65E-05,63.52314815,SRR1543969,880607,Coral,24
97,coral_sample_SRR1543969_1_26.corrected.fastq,run.coral.sh,26,27503,720438,125626,95,2944,4001,2292,880607,74488,208653651,933456,617,12906,8992,359,13716,209698185,Coral,NA,100,0.073900931,0.772809329,0.052175518,0.995439195,6.71E-05,38.20612813,SRR1543969,880607,Coral,26
98,coral_sample_SRR1543969_1_28.corrected.fastq,run.coral.sh,28,30238,720491,122828,111,2890,4049,2328,880607,80062,208653367,927838,677,12591,9569,419,13718,209698241,Coral,NA,100,0.079434468,0.78321692,0.05744816,0.995464167,6.74E-05,32.7398568,SRR1543969,880607,Coral,28
99,coral_sample_SRR1543969_1_30.corrected.fastq,run.coral.sh,30,33257,720661,119753,116,2934,3886,2117,880607,85817,208650687,922066,694,14556,10034,96,13727,209697677,Coral,NA,100,0.085145796,0.777278615,0.060748123,0.995481552,6.59E-05,142.9895833,SRR1543969,880607,Coral,30
5,fiona_sample_SRR1543969_1_0.corrected.fastq,run.fiona.sh,0,33616,252895,14942,2556,6097,10515,962,320621,101899,75943915,247563,4041,33925,22457,219,5053,76359072,Fiona,NA,100,0.291588213,0.64378542,0.130248782,0.995963474,6.90E-05,23.07305936,SRR1543969,320621,Fiona,0
142,lighter_sample_SRR1543969_1_20.corrected.fastq,run.lighter.sh,20,76339,713051,73025,948,17123,121,2025,880607,247557,208639207,758634,2634,31591,125,0,13843,209693591,Lighter,NA,100,0.246033805,0.886433705,0.21451295,0.996218118,6.60E-05,inf,SRR1543969,880607,Lighter,20
143,lighter_sample_SRR1543969_1_22.corrected.fastq,run.lighter.sh,22,81576,714318,68308,899,15340,166,2020,880607,252347,208643190,753545,2632,27521,194,0,13837,209693266,Lighter,NA,100,0.250868881,0.90103977,0.223316221,0.996261474,6.60E-05,inf,SRR1543969,880607,Lighter,22
144,lighter_sample_SRR1543969_1_24.corrected.fastq,run.lighter.sh,24,80967,716020,69170,991,13251,208,2027,880607,248799,208646921,757564,2518,23811,240,0,13769,209693622,Lighter,NA,100,0.247225902,0.911852666,0.22332697,0.996260332,6.57E-05,inf,SRR1543969,880607,Lighter,24
145,lighter_sample_SRR1543969_1_26.corrected.fastq,run.lighter.sh,26,83966,716419,66394,920,12728,180,2031,880607,250866,208646248,755427,2486,24463,190,0,13857,209693537,Lighter,NA,100,0.249297173,0.910521597,0.224798344,0.996267802,6.61E-05,inf,SRR1543969,880607,Lighter,26
146,lighter_sample_SRR1543969_1_28.corrected.fastq,run.lighter.sh,28,85280,716318,65176,879,12798,156,2027,880607,250963,208646686,755454,2257,24183,161,0,13810,209693514,Lighter,NA,100,0.249362839,0.911575078,0.225174058,0.99627024,6.59E-05,inf,SRR1543969,880607,Lighter,28
